vars,sitename,X,Y
WL_398_uW,WAMSI_WWMSP22_KwinanaShelf_Fixed_3770,WAMSI
WL_398_uW,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3793,WAMSI
WL_398_umol,WAMSI_WWMSP22_KwinanaShelf_Fixed_3761,WAMSI
WL_398_umol,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3784,WAMSI
WL_448_uW,WAMSI_WWMSP22_KwinanaShelf_Fixed_3771,WAMSI
WL_448_uW,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3794,WAMSI
WL_448_umol,WAMSI_WWMSP22_KwinanaShelf_Fixed_3762,WAMSI
WL_448_umol,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3785,WAMSI
WL_470_uW,WAMSI_WWMSP22_KwinanaShelf_Fixed_3772,WAMSI
WL_470_uW,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3795,WAMSI
WL_470_umol,WAMSI_WWMSP22_KwinanaShelf_Fixed_3763,WAMSI
WL_470_umol,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3786,WAMSI
WL_524_uW,WAMSI_WWMSP22_KwinanaShelf_Fixed_3773,WAMSI
WL_524_uW,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3796,WAMSI
WL_524_umol,WAMSI_WWMSP22_KwinanaShelf_Fixed_3764,WAMSI
WL_524_umol,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3787,WAMSI
WL_554_uW,WAMSI_WWMSP22_KwinanaShelf_Fixed_3774,WAMSI
WL_554_uW,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3797,WAMSI
WL_554_umol,WAMSI_WWMSP22_KwinanaShelf_Fixed_3765,WAMSI
WL_554_umol,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3788,WAMSI
WL_590_uW,WAMSI_WWMSP22_KwinanaShelf_Fixed_3775,WAMSI
WL_590_uW,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3798,WAMSI
WL_590_umol,WAMSI_WWMSP22_KwinanaShelf_Fixed_3766,WAMSI
WL_590_umol,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3789,WAMSI
WL_628_uW,WAMSI_WWMSP22_KwinanaShelf_Fixed_3776,WAMSI
WL_628_uW,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3799,WAMSI
WL_628_umol,WAMSI_WWMSP22_KwinanaShelf_Fixed_3767,WAMSI
WL_628_umol,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3790,WAMSI
WL_656_uW,WAMSI_WWMSP22_KwinanaShelf_Fixed_3777,WAMSI
WL_656_uW,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3800,WAMSI
WL_656_umol,WAMSI_WWMSP22_KwinanaShelf_Fixed_3768,WAMSI
WL_656_umol,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3791,WAMSI
WL_699_uW,WAMSI_WWMSP22_KwinanaShelf_Fixed_3778,WAMSI
WL_699_uW,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3801,WAMSI
WL_699_umol,WAMSI_WWMSP22_KwinanaShelf_Fixed_3769,WAMSI
WL_699_umol,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3792,WAMSI
WQ_DIAG_OAS_IRR_BAND_1,DWER_CSMOORING_6147030_Profile_1304,DWER
WQ_DIAG_OAS_IRR_BAND_1,DWER_CSMOORING_6147031_Profile_1319,DWER
WQ_DIAG_OAS_IRR_BAND_1,DWER_CSMOORING_6147032_Floating_1337,DWER
WQ_DIAG_OAS_IRR_BAND_1,DWER_CSMOORING_6147033_Fixed_1356,DWER
WQ_DIAG_OAS_IRR_BAND_1,DWER_CSMOORING_6147033_Fixed_1357,DWER
WQ_DIAG_OAS_IRR_BAND_1,DWER_CSMOORING_6147034_Profile_1382,DWER
WQ_DIAG_OAS_IRR_BAND_1,DWER_CSMOORING_6147035_Profile_1397,DWER
WQ_DIAG_OAS_IRR_BAND_1,DWER_CSMOORING_6147036_Floating_1415,DWER
WQ_DIAG_OAS_IRR_BAND_1,DWER_CSMOORING_6147037_Floating_1433,DWER
WQ_DIAG_OAS_IRR_BAND_2,DWER_CSMOORING_6147030_Profile_1305,DWER
WQ_DIAG_OAS_IRR_BAND_2,DWER_CSMOORING_6147031_Profile_1320,DWER
WQ_DIAG_OAS_IRR_BAND_2,DWER_CSMOORING_6147032_Floating_1338,DWER
WQ_DIAG_OAS_IRR_BAND_2,DWER_CSMOORING_6147033_Fixed_1358,DWER
WQ_DIAG_OAS_IRR_BAND_2,DWER_CSMOORING_6147033_Fixed_1359,DWER
WQ_DIAG_OAS_IRR_BAND_2,DWER_CSMOORING_6147034_Profile_1383,DWER
WQ_DIAG_OAS_IRR_BAND_2,DWER_CSMOORING_6147035_Profile_1398,DWER
WQ_DIAG_OAS_IRR_BAND_2,DWER_CSMOORING_6147036_Floating_1416,DWER
WQ_DIAG_OAS_IRR_BAND_2,DWER_CSMOORING_6147037_Floating_1434,DWER
WQ_DIAG_OAS_IRR_BAND_3,DWER_CSMOORING_6147030_Profile_1306,DWER
WQ_DIAG_OAS_IRR_BAND_3,DWER_CSMOORING_6147031_Profile_1321,DWER
WQ_DIAG_OAS_IRR_BAND_3,DWER_CSMOORING_6147032_Floating_1339,DWER
WQ_DIAG_OAS_IRR_BAND_3,DWER_CSMOORING_6147033_Fixed_1360,DWER
WQ_DIAG_OAS_IRR_BAND_3,DWER_CSMOORING_6147033_Fixed_1361,DWER
WQ_DIAG_OAS_IRR_BAND_3,DWER_CSMOORING_6147034_Profile_1384,DWER
WQ_DIAG_OAS_IRR_BAND_3,DWER_CSMOORING_6147035_Profile_1399,DWER
WQ_DIAG_OAS_IRR_BAND_3,DWER_CSMOORING_6147036_Floating_1417,DWER
WQ_DIAG_OAS_IRR_BAND_3,DWER_CSMOORING_6147037_Floating_1435,DWER
WQ_DIAG_OAS_IRR_BAND_4,DWER_CSMOORING_6147030_Profile_1307,DWER
WQ_DIAG_OAS_IRR_BAND_4,DWER_CSMOORING_6147031_Profile_1322,DWER
WQ_DIAG_OAS_IRR_BAND_4,DWER_CSMOORING_6147032_Floating_1340,DWER
WQ_DIAG_OAS_IRR_BAND_4,DWER_CSMOORING_6147033_Fixed_1362,DWER
WQ_DIAG_OAS_IRR_BAND_4,DWER_CSMOORING_6147033_Fixed_1363,DWER
WQ_DIAG_OAS_IRR_BAND_4,DWER_CSMOORING_6147034_Profile_1385,DWER
WQ_DIAG_OAS_IRR_BAND_4,DWER_CSMOORING_6147035_Profile_1400,DWER
WQ_DIAG_OAS_IRR_BAND_4,DWER_CSMOORING_6147036_Floating_1418,DWER
WQ_DIAG_OAS_IRR_BAND_4,DWER_CSMOORING_6147037_Floating_1436,DWER
WQ_DIAG_OAS_IRR_BAND_5,DWER_CSMOORING_6147030_Profile_1308,DWER
WQ_DIAG_OAS_IRR_BAND_5,DWER_CSMOORING_6147031_Profile_1323,DWER
WQ_DIAG_OAS_IRR_BAND_5,DWER_CSMOORING_6147032_Floating_1341,DWER
WQ_DIAG_OAS_IRR_BAND_5,DWER_CSMOORING_6147033_Fixed_1364,DWER
WQ_DIAG_OAS_IRR_BAND_5,DWER_CSMOORING_6147033_Fixed_1365,DWER
WQ_DIAG_OAS_IRR_BAND_5,DWER_CSMOORING_6147034_Profile_1386,DWER
WQ_DIAG_OAS_IRR_BAND_5,DWER_CSMOORING_6147035_Profile_1401,DWER
WQ_DIAG_OAS_IRR_BAND_5,DWER_CSMOORING_6147036_Floating_1419,DWER
WQ_DIAG_OAS_IRR_BAND_5,DWER_CSMOORING_6147037_Floating_1437,DWER
WQ_DIAG_OAS_IRR_BAND_6,DWER_CSMOORING_6147030_Profile_1309,DWER
WQ_DIAG_OAS_IRR_BAND_6,DWER_CSMOORING_6147031_Profile_1324,DWER
WQ_DIAG_OAS_IRR_BAND_6,DWER_CSMOORING_6147032_Floating_1342,DWER
WQ_DIAG_OAS_IRR_BAND_6,DWER_CSMOORING_6147033_Fixed_1366,DWER
WQ_DIAG_OAS_IRR_BAND_6,DWER_CSMOORING_6147033_Fixed_1367,DWER
WQ_DIAG_OAS_IRR_BAND_6,DWER_CSMOORING_6147034_Profile_1387,DWER
WQ_DIAG_OAS_IRR_BAND_6,DWER_CSMOORING_6147035_Profile_1402,DWER
WQ_DIAG_OAS_IRR_BAND_6,DWER_CSMOORING_6147036_Floating_1420,DWER
WQ_DIAG_OAS_IRR_BAND_6,DWER_CSMOORING_6147037_Floating_1438,DWER
WQ_DIAG_OAS_IRR_BAND_7,DWER_CSMOORING_6147030_Profile_1310,DWER
WQ_DIAG_OAS_IRR_BAND_7,DWER_CSMOORING_6147031_Profile_1325,DWER
WQ_DIAG_OAS_IRR_BAND_7,DWER_CSMOORING_6147032_Floating_1343,DWER
WQ_DIAG_OAS_IRR_BAND_7,DWER_CSMOORING_6147033_Fixed_1368,DWER
WQ_DIAG_OAS_IRR_BAND_7,DWER_CSMOORING_6147033_Fixed_1369,DWER
WQ_DIAG_OAS_IRR_BAND_7,DWER_CSMOORING_6147034_Profile_1388,DWER
WQ_DIAG_OAS_IRR_BAND_7,DWER_CSMOORING_6147035_Profile_1403,DWER
WQ_DIAG_OAS_IRR_BAND_7,DWER_CSMOORING_6147036_Floating_1421,DWER
WQ_DIAG_OAS_IRR_BAND_7,DWER_CSMOORING_6147037_Floating_1439,DWER
WQ_DIAG_OAS_IRR_BAND_8,DWER_CSMOORING_6147030_Profile_1311,DWER
WQ_DIAG_OAS_IRR_BAND_8,DWER_CSMOORING_6147031_Profile_1326,DWER
WQ_DIAG_OAS_IRR_BAND_8,DWER_CSMOORING_6147032_Floating_1344,DWER
WQ_DIAG_OAS_IRR_BAND_8,DWER_CSMOORING_6147033_Fixed_1370,DWER
WQ_DIAG_OAS_IRR_BAND_8,DWER_CSMOORING_6147033_Fixed_1371,DWER
WQ_DIAG_OAS_IRR_BAND_8,DWER_CSMOORING_6147034_Profile_1389,DWER
WQ_DIAG_OAS_IRR_BAND_8,DWER_CSMOORING_6147035_Profile_1404,DWER
WQ_DIAG_OAS_IRR_BAND_8,DWER_CSMOORING_6147036_Floating_1422,DWER
WQ_DIAG_OAS_IRR_BAND_8,DWER_CSMOORING_6147037_Floating_1440,DWER
WQ_DIAG_OAS_IRR_BAND_9,DWER_CSMOORING_6147030_Profile_1312,DWER
WQ_DIAG_OAS_IRR_BAND_9,DWER_CSMOORING_6147031_Profile_1327,DWER
WQ_DIAG_OAS_IRR_BAND_9,DWER_CSMOORING_6147032_Floating_1345,DWER
WQ_DIAG_OAS_IRR_BAND_9,DWER_CSMOORING_6147033_Fixed_1372,DWER
WQ_DIAG_OAS_IRR_BAND_9,DWER_CSMOORING_6147033_Fixed_1373,DWER
WQ_DIAG_OAS_IRR_BAND_9,DWER_CSMOORING_6147034_Profile_1390,DWER
WQ_DIAG_OAS_IRR_BAND_9,DWER_CSMOORING_6147035_Profile_1405,DWER
WQ_DIAG_OAS_IRR_BAND_9,DWER_CSMOORING_6147036_Floating_1423,DWER
WQ_DIAG_OAS_IRR_BAND_9,DWER_CSMOORING_6147037_Floating_1441,DWER
WQ_DIAG_TOT_PAR,WAMSI_WWMSP22_KwinanaShelf_Fixed_3760,WAMSI
WQ_DIAG_TOT_PAR,WAMSI_WWMSP22_KwinanaShelf_shade_Fixed_3783,WAMSI
WQ_DIAG_TOT_PAR,WAMSI_WWMSP51_CS4_Fixed_4388,WAMSI
WQ_DIAG_TOT_PAR,WAMSI_WWMSP51_CS5_Fixed_4393,WAMSI
WQ_DIAG_TOT_PAR,WAMSI_WWMSP51_CS6_Fixed_4398,WAMSI
WQ_DIAG_TOT_PAR,WAMSI_WWMSP51_CS6_Fixed_4407,WAMSI
WQ_DIAG_TOT_PAR,WAMSI_WWMSP51_CS4_Fixed_4416,WAMSI
WQ_DIAG_TOT_PAR,WAMSI_WWMSP51_CS4_Fixed_4442,WAMSI
WQ_DIAG_TOT_PAR,WAMSI_WWMSP51_CS5_Fixed_4472,WAMSI
WQ_DIAG_TOT_PAR,WAMSI_WWMSP51_CS6_Fixed_4486,WAMSI
WQ_DIAG_TOT_PAR,WAMSI_WWMSP51_CS4_Fixed_4523,WAMSI
WQ_DIAG_TOT_PAR,WAMSI_WWMSP51_CS5_Fixed_4528,WAMSI
