190001190001,1.81
190002190002,1.76
190003190003,1.56
190004190004,1.26
190005190005,1.43
190006190006,1.04
190007190007,0.77
190008190008,0.38
190009190009,0.25
190010190010,0.27
190011190011,0.07
190012190012,0.32
190101190101,0.66
190102190102,0.7
190103190103,0.14
190104190104,0.22
190105190105,-0.11
190106190106,-0.26
190107190107,-0.34
190108190108,-0.19
190109190109,-0.1
190110190110,-0.24
190111190111,-0.18
190112190112,0.08
190201190201,0.52
190202190202,0.45
190203190203,0.7
190204190204,1.32
190205190205,1.1
190206190206,1.55
190207190207,1.94
190208190208,2.14
190209190209,2.49
190210190210,2.62
190211190211,2.65
190212190212,2.23
190301190301,2.11
190302190302,2.0
190303190303,1.63
190304190304,0.95
190305190305,0.5
190306190306,0.19
190307190307,-0.22
190308190308,-0.88
190309190309,-0.74
190310190310,-0.85
190311190311,-0.79
190312190312,-0.49
190401190401,-0.86
190402190402,-0.99
190403190403,-0.95
190404190404,0.05
190405190405,0.51
190406190406,0.62
190407190407,0.54
190408190408,0.62
190409190409,0.59
190410190410,0.71
190411190411,1.16
190412190412,1.5
190501190501,1.61
190502190502,1.67
190503190503,1.71
190504190504,1.85
190505190505,1.78
190506190506,1.59
190507190507,1.69
190508190508,1.87
190509190509,2.07
190510190510,1.59
190511190511,1.35
190512190512,1.5
190601190601,1.36
190602190602,0.78
190603190603,0.79
190604190604,0.42
190605190605,0.22
190606190606,-0.18
190607190607,-0.42
190608190608,-0.62
190609190609,-0.3
190610190610,0.03
190611190611,-0.23
190612190612,-0.4
190701190701,-0.45
190702190702,-0.51
190703190703,-0.42
190704190704,-0.14
190705190705,0.26
190706190706,0.29
190707190707,0.18
190708190708,0.59
190709190709,0.43
190710190710,0.41
190711190711,0.06
190712190712,0.18
190801190801,0.67
190802190802,0.62
190803190803,0.46
190804190804,-0.31
190805190805,-0.14
190806190806,0.1
190807190807,0.23
190808190808,0.0
190809190809,-0.17
190810190810,-0.45
190811190811,-0.49
190812190812,-0.78
190901190901,-1.03
190902190902,-0.74
190903190903,-0.15
190904190904,-0.16
190905190905,-0.08
190906190906,-0.13
190907190907,-0.25
190908190908,-0.24
190909190909,-0.86
190910190910,-1.01
190911190911,-0.8
190912190912,-0.83
191001191001,-0.99
191002191002,-1.14
191003191003,-1.42
191004191004,-0.52
191005191005,-0.44
191006191006,-0.5
191007191007,-0.58
191008191008,-0.57
191009191009,-0.82
191010191010,-0.64
191011191011,-0.47
191012191012,-0.5
191101191101,-0.53
191102191102,-0.45
191103191103,-0.36
191104191104,-0.03
191105191105,0.26
191106191106,0.8
191107191107,1.14
191108191108,1.13
191109191109,0.85
191110191110,1.61
191111191111,1.61
191112191112,1.91
191201191201,1.98
191202191202,1.73
191203191203,1.75
191204191204,1.22
191205191205,0.92
191206191206,0.12
191207191207,0.11
191208191208,0.42
191209191209,-0.19
191210191210,-0.25
191211191211,-0.42
191212191212,-0.21
191301191301,0.09
191302191302,0.06
191303191303,0.18
191304191304,0.56
191305191305,0.72
191306191306,0.63
191307191307,0.56
191308191308,0.47
191309191309,0.43
191310191310,0.34
191311191311,0.93
191312191312,1.57
191401191401,1.73
191402191402,1.26
191403191403,1.19
191404191404,0.76
191405191405,1.18
191406191406,0.79
191407191407,1.14
191408191408,1.27
191409191409,1.74
191410191410,1.82
191411191411,1.39
191412191412,1.77
191501191501,1.88
191502191502,1.62
191503191503,0.81
191504191504,1.3
191505191505,1.35
191506191506,0.82
191507191507,0.07
191508191508,-0.26
191509191509,-0.38
191510191510,-0.76
191511191511,-1.02
191512191512,-0.93
191601191601,-0.15
191602191602,-0.41
191603191603,0.11
191604191604,-1.04
191605191605,-0.04
191606191606,-0.57
191607191607,-0.09
191608191608,-0.34
