year,date,time,station,lat,lon,subregion,doy,obs_maxdep,obs_surfT,obs_surfS,obs_botT,obs_botS,bc_surfT,bc_surfS,bc_botT,bc_botS,bc_src,model_surfT,model_surfS,model_botT,model_botS,model_src,bc_surfT_bias,bc_surfS_bias,bc_botT_bias,bc_botS_bias,model_surfT_bias,model_surfS_bias,model_botT_bias,model_botS_bias
1992,1992-03-09,1331,Y16,-31.876274,115.614162,N,69,29.15999984741211,23.1484317779541,36.14570236206055,21.21213150024414,35.93571853637695,22.5985,35.689,22.013,35.624,roms,22.357505798339844,36.15625,22.19750595092773,36.32139205932617,fv,-0.5499317779541002,-0.4567023620605468,0.8008684997558575,-0.3117185363769508,-0.7909259796142578,0.0105476379394531,0.9853744506835938,0.3856735229492187
1992,1992-03-09,1607,Y31,-32.04844,115.554158,NW,69,26.3799991607666,22.558412551879883,36.01611328125,21.867637634277344,35.982505798339844,22.397,35.681,22.185,35.666,roms,22.658559799194336,36.6518669128418,22.249601364135746,36.73539352416992,fv,-0.1614125518798843,-0.3351132812500026,0.3173623657226549,-0.3165057983398469,0.1001472473144531,0.6357536315917969,0.3819637298583984,0.7528877258300781
1992,1992-03-09,1620,MN75,-32.416777,115.694989,S,69,10.0,23.44999885559082,36.4900016784668,23.25,36.52999877929688,22.8135,35.959,22.729,35.951,roms,22.85082054138184,36.87434005737305,22.61060333251953,36.87165832519531,fv,-0.6364988555908226,-0.5310016784667937,-0.5210000000000008,-0.5789987792968745,-0.5991783142089844,0.38433837890625,-0.6393966674804688,0.3416595458984375
1992,1992-03-09,1630,MN80,-32.416781,115.71999,S,69,13.0,23.799997329711918,36.56999969482422,23.21500015258789,36.56999969482422,22.9125,36.0035,22.852,36.001000000000005,roms,22.92559242248535,36.64305114746094,22.686058044433597,36.8570671081543,fv,-0.8874973297119126,-0.5664996948242162,-0.3630001525878903,-0.568999694824214,-0.8744049072265625,0.0730514526367187,-0.5289421081542969,0.2870674133300781
1992,1992-03-09,1710,MN13,-32.45011,115.705827,S,69,15.0,23.44999885559082,36.52999877929688,23.100000381469727,36.58000183105469,22.799,35.971000000000004,22.727,35.964,roms,22.841079711914062,36.88473129272461,22.438068389892575,36.88697814941406,fv,-0.6509988555908208,-0.5589987792968714,-0.3730003814697262,-0.6160018310546889,-0.6089191436767578,0.3547325134277344,-0.6619319915771484,0.306976318359375
1992,1992-03-09,1730,MN9,-32.483443,115.699997,S,69,13.0,23.3799991607666,36.51666641235352,22.94999885559082,36.59000015258789,22.741,35.961,22.645,35.947,roms,22.8465518951416,36.88656234741211,22.492441177368164,36.87322235107422,fv,-0.6389991607666019,-0.5556664123535171,-0.3049988555908207,-0.6430001525878879,-0.533447265625,0.3698959350585937,-0.4575576782226562,0.2832221984863281
1992,1992-03-09,1750,MN2,-32.500114,115.694989,S,69,12.0,23.44999885559082,36.59000015258789,23.066665649414062,36.61000061035156,22.654,35.926500000000004,22.563,35.925,roms,22.8862361907959,36.90083312988281,22.49324387129369,36.87167589042765,fv,-0.7959988555908204,-0.6635001525878863,-0.5036656494140637,-0.6850006103515653,-0.5637626647949219,0.3108329772949219,-0.5734217781203732,0.2616752800760906
1992,1992-03-09,1800,MN3,-32.512613,115.700823,S,69,11.0,23.600000381469727,36.63999938964844,23.11000061035156,36.619998931884766,22.741,35.961,22.645,35.947,roms,22.98291015625,36.91645431518555,22.53432649844244,36.88894658048628,fv,-0.8590003814697269,-0.678999389648439,-0.4650006103515629,-0.6729989318847629,-0.6170902252197266,0.2764549255371094,-0.5756741119091231,0.268947648601511
1992,1992-03-09,1805,MN4,-32.512609,115.708328,S,69,8.0,23.600000381469727,36.630001068115234,23.489999771118164,36.62000274658203,22.741,35.961,22.645,35.947,roms,23.06462287902832,36.92628479003906,22.865222930908203,36.91423416137695,fv,-0.8590003814697269,-0.6690010681152359,-0.8449997711181645,-0.6730027465820285,-0.5353775024414062,0.2962837219238281,-0.6247768402099609,0.2942314147949219
1992,1992-03-10,915,MN90,-32.333446,115.591663,SW,70,36.0,22.049997329711918,36.119998931884766,22.0,36.11000061035156,22.499,35.806,22.299,35.786,roms,22.36541175842285,36.77214050292969,22.38522148132324,36.769622802734375,fv,0.4490026702880847,-0.3139989318847682,0.2989999999999995,-0.3240006103515611,0.3154144287109375,0.6521415710449219,0.3852214813232422,0.6596221923828125
1992,1992-03-10,940,MN85,-32.291775,115.558326,SW,70,37.0,22.0,36.03999710083008,21.93000030517578,36.06999969482422,22.4105,35.7535,22.05,35.717,roms,22.295583724975582,36.748233795166016,22.311954498291016,36.74592590332031,fv,0.410499999999999,-0.2864971008300756,0.1199996948242194,-0.35299969482422,0.2955837249755859,0.7082366943359375,0.3819541931152344,0.6759262084960938
1992,1992-03-10,1005,GI40,-32.250112,115.53333,SW,70,36.0,21.850000381469727,36.03999710083008,21.850000381469727,36.03999710083008,22.3725,35.718500000000006,21.9284,35.676199999999994,roms,22.3253231048584,36.7464714050293,22.3409423828125,36.74383544921875,fv,0.5224996185302757,-0.3214971008300722,0.0783996185302733,-0.3637971008300837,0.4753227233886719,0.7064743041992188,0.4909420013427734,0.7038383483886719
1992,1992-03-10,1025,GI35,-32.250111,115.558327,SW,70,34.0,22.049997329711918,36.03999710083008,22.0,36.03999710083008,22.403,35.7355,22.0074,35.693000000000005,roms,22.3759822845459,36.76706314086914,22.395526885986328,36.76486587524414,fv,0.3530026702880846,-0.3044971008300763,0.0074000000000005,-0.3469971008300732,0.3259849548339844,0.7270660400390625,0.3955268859863281,0.7248687744140625
1992,1992-03-10,1045,GI30,-32.25011,115.599989,SW,70,28.0,22.149999618530277,36.11000061035156,22.149999618530277,36.12999725341797,22.4855,35.762,22.219,35.74,roms,22.345178604125977,36.80441284179688,22.359712600708008,36.8021240234375,fv,0.3355003814697284,-0.348000610351562,0.0690003814697277,-0.3899972534179667,0.1951789855957031,0.6944122314453125,0.2097129821777343,0.6721267700195312
1992,1992-03-10,1105,GI15,-32.250114,115.615826,SW,70,14.0,22.350000381469727,36.14999771118164,22.350000381469727,36.15999984741211,22.616,35.8035,22.457,35.785,roms,22.440710067749023,36.837032318115234,22.45345497131348,36.83580017089844,fv,0.2659996185302731,-0.3464977111816409,0.1069996185302741,-0.3749998474121128,0.0907096862792968,0.6870346069335938,0.10345458984375,0.6758003234863281
1992,1992-03-11,800,GI1,-32.133444,115.623326,NW,71,18.0,22.14000129699707,36.060001373291016,22.14000129699707,36.060001373291016,22.4925,35.7565,22.428,35.752,roms,22.251218795776367,36.82247543334961,22.21870422363281,36.82820510864258,fv,0.3524987030029294,-0.303501373291013,0.2879987030029305,-0.3080013732910132,0.1112174987792968,0.7624740600585938,0.0787029266357421,0.7682037353515625
1992,1992-03-11,810,GI2,-32.133442,115.606661,NW,71,8.0,21.989999771118164,36.06999969482422,21.989999771118164,36.06999969482422,22.404,35.718500000000006,22.319,35.708,roms,22.17491340637207,36.88565444946289,22.081270217895508,36.88319778442383,fv,0.4140002288818358,-0.3514996948242128,0.329000228881835,-0.3619996948242203,0.1849136352539062,0.8156547546386719,0.0912704467773437,0.8131980895996094
1992,1992-03-11,845,GI5,-32.133442,115.57666,NW,71,28.0,21.89000129699707,36.060001373291016,21.89000129699707,36.06999969482422,22.3645,35.6905,22.139,35.665,roms,22.187108993530277,36.8157844543457,22.150638077159893,36.80954366640735,fv,0.4744987030029293,-0.3695013732910155,0.248998703002929,-0.4049996948242196,0.2971076965332031,0.7557830810546875,0.2606367801628231,0.7395439715831316
1992,1992-03-11,850,GI6,-32.133447,115.53749,NW,71,33.0,21.590002059936523,36.060001373291016,21.590002059936523,36.060001373291016,22.3545,35.671,21.978,35.63,roms,22.219655990600582,36.789337158203125,22.17532730102539,36.78271865844727,fv,0.7644979400634782,-0.3890013732910162,0.3879979400634781,-0.430001373291013,0.6296539306640625,0.7293357849121094,0.5853252410888672,0.72271728515625
1992,1992-03-11,900,GI7,-32.133448,115.49833,NW,71,36.0,21.590002059936523,36.060001373291016,21.440000534057617,36.08000183105469,22.3345,35.658500000000004,21.9244,35.6148,roms,22.18999671936035,36.76332473754883,22.148828506469727,36.7584342956543,fv,0.744497940063475,-0.401501373291012,0.4843994659423813,-0.465201831054685,0.5999946594238281,0.7033233642578125,0.7088279724121094,0.6784324645996094
1992,1992-03-11,901,Y30,-32.035113,115.58333,NW,71,17.940000534057617,21.68519401550293,35.99409103393555,21.69052505493164,35.99625396728516,22.4295,35.7105,22.349,35.701,roms,22.05722999572754,36.801876068115234,22.011500091342896,36.792023315356346,fv,0.7443059844970712,-0.2835910339355507,0.6584749450683596,-0.2952539672851557,0.3720359802246094,0.8077850341796875,0.3209750364112551,0.7957693480711896
1992,1992-03-11,912,Y31,-32.04844,115.554158,NW,71,30.979999542236328,21.642356872558597,35.96382522583008,21.651103973388672,35.97906875610352,22.369,35.682,22.255,35.672,roms,22.126733779907227,36.78742218017578,22.08974838256836,36.78396224975586,fv,0.726643127441406,-0.2818252258300759,0.6038960266113271,-0.3070687561035186,0.4843769073486328,0.8235969543457031,0.4386444091796875,0.8048934936523438
1992,1992-03-11,920,GI8,-32.133448,115.459987,NW,71,45.0,21.290000915527344,36.06999969482422,21.190000534057617,36.08000183105469,22.335500000000003,35.639,21.904,35.582,roms,22.180917739868164,36.75196838378906,22.13895034790039,36.74685287475586,fv,1.0454990844726595,-0.4309996948242229,0.7139994659423827,-0.4980018310546867,0.8909168243408203,0.6819686889648438,0.9489498138427734,0.6668510437011719
1992,1992-03-11,937,Y33,-32.07178,115.501659,NW,71,37.23999786376953,21.632015228271484,35.97501373291016,21.596689224243164,35.9672737121582,22.352,35.6545,22.032,35.616,roms,22.19542121887207,36.7873420715332,22.16077367230936,36.78154967972901,fv,0.7199847717285159,-0.3205137329101575,0.4353107757568359,-0.3512737121582034,0.5634059906005859,0.8123283386230469,0.5640844480661968,0.8142759675708007
1992,1992-03-11,945,GI9,-32.133442,115.419991,NW,71,46.0,21.290000915527344,36.08000183105469,21.190000534057617,36.06999969482422,22.3475,35.6355,21.9602,35.5686,roms,22.142717361450195,36.739105224609375,22.10085868835449,36.73382568359375,fv,1.0574990844726564,-0.4445018310546871,0.7701994659423832,-0.5013996948242152,0.8527164459228516,0.6591033935546875,0.910858154296875,0.6638259887695312
1992,1992-03-11,1015,GI10,-32.150108,115.453324,W,71,40.0,21.290000915527344,36.09000015258789,21.020000457763672,36.11000061035156,22.33,35.645,21.979,35.593,roms,22.1845703125,36.748661041259766,22.14101315234118,36.74386190866916,fv,1.0399990844726543,-0.4450001525878875,0.9589995422363272,-0.517000610351559,0.8945693969726562,0.658660888671875,1.1210126945775087,0.6338612983175977
1992,1992-03-11,1030,GI11,-32.169281,115.485823,W,71,37.0,21.440000534057617,36.08666610717773,21.2400016784668,36.095001220703125,22.319000000000003,35.6525,21.9734,35.6086,roms,22.203384399414062,36.76300048828125,22.155012130737305,36.7566032409668,fv,0.8789994659423854,-0.4341661071777309,0.7333983215332012,-0.4864012207031223,0.7633838653564453,0.6763343811035156,0.9150104522705078,0.6616020202636719
1992,1992-03-11,1110,GI13,-32.208442,115.551664,W,71,31.0,21.790000915527344,36.130001068115234,21.790000915527344,36.17000198364258,22.3705,35.707,22.0326,35.6724,roms,22.24750328063965,36.80841445922852,22.210359573364254,36.80571365356445,fv,0.5804990844726561,-0.4230010681152336,0.2425990844726548,-0.497601983642582,0.4575023651123047,0.6784133911132812,0.420358657836914,0.635711669921875
1992,1992-03-11,1117,GI15,-32.250114,115.615826,SW,71,14.0,22.049997329711918,36.130001068115234,21.94999885559082,36.19000244140625,22.568,35.797,22.405,35.773,roms,22.050649642944336,36.8388671875,22.01807403564453,36.833763122558594,fv,0.5180026702880873,-0.3330010681152373,0.4550011444091808,-0.4170024414062538,0.0006523132324218,0.7088661193847656,0.0680751800537109,0.6437606811523438
1992,1992-03-11,1127,GI30,-32.25011,115.599989,SW,71,28.0,22.049997329711918,36.11000061035156,21.899999618530277,36.130001068115234,22.454,35.753,22.228,35.735,roms,22.133377075195312,36.81761169433594,22.08503150939941,36.81157684326172,fv,0.4040026702880865,-0.3570006103515624,0.3280003814697281,-0.3950010681152349,0.0833797454833984,0.707611083984375,0.1850318908691406,0.6815757751464844
1992,1992-03-11,1130,GI14,-32.228447,115.583331,W,71,32.0,22.02333641052246,36.15999984741211,21.940000534057617,36.19000244140625,22.454,35.753,22.228,35.735,roms,22.16669464111328,36.80517578125,22.116878509521484,36.800174713134766,fv,0.4306635894775397,-0.4069998474121092,0.2879994659423843,-0.4550024414062505,0.1433582305908203,0.6451759338378906,0.1768779754638672,0.6101722717285156
1992,1992-03-11,1150,GI35,-32.250111,115.558327,SW,71,34.0,21.94999885559082,36.04999923706055,21.75,36.10000228881836,22.3855,35.725,22.0392,35.6908,roms,22.227956771850582,36.821475982666016,22.178794860839844,36.81691360473633,fv,0.4355011444091801,-0.3249992370605454,0.289200000000001,-0.4092022888183635,0.2779579162597656,0.7714767456054688,0.4287948608398437,0.7169113159179688
1992,1992-03-11,1207,GI40,-32.250112,115.53333,SW,71,18.0,22.049999237060547,36.040000915527344,21.850000381469727,36.11000061035156,22.3625,35.7115,22.1234,35.6786,roms,22.175500869750977,36.78348159790039,22.130281448364254,36.778018951416016,fv,0.3125007629394538,-0.3285009155273428,0.2733996185302736,-0.4314006103515595,0.1255016326904297,0.7434806823730469,0.2802810668945312,0.6680183410644531
1992,1992-03-11,1227,GI45,-32.250108,115.508322,SW,71,38.0,21.98333168029785,36.03000259399414,21.75,36.08000183105469,22.343,35.696,21.9006,35.6484,roms,22.18189239501953,36.77958297729492,22.137117385864254,36.77667236328125,fv,0.3596683197021484,-0.3340025939941426,0.1506000000000007,-0.4316018310546852,0.1985607147216797,0.7495803833007812,0.3871173858642578,0.6966705322265625
1992,1992-03-11,1245,GI50,-32.250108,115.483326,SW,71,40.0,22.899999618530277,36.08000183105469,21.649999618530277,36.04999923706055,22.335,35.679,21.882,35.629,roms,22.19580841064453,36.78028869628906,22.14703369140625,36.7748908996582,fv,-0.5649996185302726,-0.4010018310546854,0.232000381469728,-0.4209992370605491,-0.7041912078857422,0.700286865234375,0.4970340728759765,0.7248916625976562
1992,1992-03-11,1300,GI55,-32.250112,115.458329,SW,71,42.0,21.94999885559082,36.0333366394043,21.549999237060547,36.040000915527344,22.3335,35.668,21.8656,35.609,roms,22.183334350585938,36.76544189453125,22.13921356201172,36.759761810302734,fv,0.3835011444091805,-0.3653366394042976,0.3156007629394537,-0.431000915527342,0.2333354949951172,0.7321052551269531,0.5892143249511719,0.7197608947753906
1992,1992-03-11,1355,MN85,-32.291775,115.558326,SW,71,37.0,22.25,36.09000015258789,21.850000381469727,36.08000183105469,22.4005,35.744,22.087,35.713,roms,22.09419250488281,36.76749420166016,22.043292999267575,36.76208114624024,fv,0.1505000000000009,-0.3460001525878908,0.2369996185302731,-0.3670018310546865,-0.1558074951171875,0.6774940490722656,0.1932926177978515,0.6820793151855469
1992,1992-03-11,1415,MN88,-32.291782,115.59166,SW,71,34.0,22.350000381469727,36.11666870117188,21.899999618530277,36.14500045776367,22.4835,35.774,22.289,35.76,roms,22.085451126098636,36.78257751464844,22.027463912963867,36.778804779052734,fv,0.1334996185302728,-0.3426687011718741,0.389000381469728,-0.3850004577636738,-0.2645492553710937,0.6659088134765625,0.1274642944335937,0.6338043212890625
1992,1992-03-11,1450,MN90,-32.333446,115.591663,SW,71,36.0,22.350000381469727,36.13999938964844,21.850000381469727,36.13999938964844,22.4915,35.792,22.324,35.78,roms,22.131933212280277,36.77796936035156,22.073097229003903,36.77257537841797,fv,0.1414996185302719,-0.3479993896484359,0.4739996185302715,-0.3599993896484363,-0.2180671691894531,0.637969970703125,0.2230968475341797,0.6325759887695312
1992,1992-03-11,1506,MN26,-32.333443,115.616662,SW,71,27.0,22.38333320617676,36.150001525878906,21.899999618530277,36.150001525878906,22.609,35.840500000000006,22.524,35.84,roms,22.204450607299805,36.83298873901367,22.11635971069336,36.82110977172852,fv,0.2256667938232439,-0.3095015258789004,0.6240003814697275,-0.3100015258789028,-0.1788825988769531,0.6829872131347656,0.2163600921630859,0.6711082458496094
1992,1992-03-12,822,GI1,-32.133444,115.623326,NW,72,18.0,22.190000534057617,36.209999084472656,22.190000534057617,36.209999084472656,22.499,35.7765,22.421,35.773,roms,22.38372039794922,36.88424682617188,22.131437301635746,36.88507461547852,fv,0.3089994659423851,-0.4334990844726576,0.2309994659423822,-0.4369990844726601,0.1937198638916015,0.6742477416992188,-0.058563232421875,0.6750755310058594
1992,1992-03-12,835,GI3,-32.133449,115.594989,NW,72,12.0,21.89000129699707,36.15999984741211,21.89000129699707,36.15999984741211,22.41,35.7345,22.279,35.724000000000004,roms,22.254470825195312,36.85605239868164,22.036979170514662,36.85034857447074,fv,0.5199987030029298,-0.4254998474121123,0.3889987030029296,-0.4359998474121056,0.3644695281982422,0.6960525512695312,0.1469778735175921,0.6903487270586339
1992,1992-03-12,855,GI5,-32.133442,115.57666,NW,72,28.0,21.89000129699707,36.09666442871094,21.790000915527344,36.13999938964844,22.361,35.701,22.147,35.676,roms,22.330766677856445,36.82537460327149,22.1163799146562,36.82008762897623,fv,0.4709987030029303,-0.395664428710937,0.3569990844726547,-0.4639993896484355,0.440765380859375,0.7287101745605469,0.3263789991288561,0.6800882393277874
1992,1992-03-12,905,GI6,-32.133447,115.53749,NW,72,33.0,21.790000915527344,36.07666397094727,21.290000915527344,36.1099967956543,22.346,35.6805,21.978,35.635,roms,22.360464096069336,36.80681610107422,22.15930938720703,36.79981994628906,fv,0.5559990844726563,-0.3961639709472635,0.6879990844726578,-0.4749967956542988,0.5704631805419922,0.7301521301269531,0.8693084716796875,0.6898231506347656
1992,1992-03-12,921,Y29,-32.026776,115.615828,NW,72,10.719999313354492,21.894954681396484,36.02599334716797,21.84724235534668,36.02861785888672,22.5525,35.7805,22.467,35.78,roms,22.21681022644043,36.65352249145508,22.025724411010746,36.82184600830078,fv,0.6575453186035176,-0.2454933471679652,0.6197576446533191,-0.2486178588867176,0.3218555450439453,0.6275291442871094,0.1784820556640625,0.7932281494140625
1992,1992-03-12,925,GI7,-32.133448,115.49833,NW,72,36.0,21.790000915527344,36.05999755859375,21.190000534057617,36.05999755859375,22.3325,35.6665,21.9286,35.615,roms,22.35431671142578,36.78898620605469,22.163124084472656,36.77953720092773,fv,0.5424990844726558,-0.3934975585937508,0.7385994659423822,-0.444997558593748,0.5643157958984375,0.7289886474609375,0.9731235504150392,0.7195396423339844
1992,1992-03-12,929,Y30,-32.035113,115.58333,NW,72,17.619998931884766,21.7961368560791,35.98420715332031,21.67947769165039,35.990928649902344,22.4425,35.736000000000004,22.353,35.730000000000004,roms,22.363126754760746,36.84872055053711,22.11752998639713,36.84466949517082,fv,0.6463631439208974,-0.2482071533203083,0.6735223083496109,-0.2609286499023397,0.5669898986816406,0.8645133972167969,0.4380522947467398,0.8537408452684758
1992,1992-03-12,937,Y31,-32.04844,115.554158,NW,72,30.439998626708984,21.77387237548828,35.98701477050781,21.63730239868164,35.978904724121094,22.3705,35.699,22.248,35.688,roms,22.287446975708008,36.80389404296875,22.078407287597656,36.79973983764648,fv,0.5966276245117186,-0.2880147705078144,0.6106976013183605,-0.2909047241210913,0.5135746002197266,0.8168792724609375,0.4411048889160156,0.8208351135253906
1992,1992-03-12,955,GI8,-32.133448,115.459987,NW,72,45.0,21.739999771118164,36.05999755859375,20.89000129699707,36.05999755859375,22.3445,35.651,21.913,35.578,roms,22.31614112854004,36.76714706420898,22.136947631835938,36.75922393798828,fv,0.604500228881836,-0.4089975585937537,1.02299870300293,-0.481997558593747,0.576141357421875,0.7071495056152344,1.2469463348388672,0.6992263793945312
1992,1992-03-12,956,Y33,-32.07178,115.501659,NW,72,35.70000076293945,21.69005012512207,35.965579986572266,21.06132698059082,35.9008674621582,22.3455,35.661500000000004,22.05,35.625,roms,22.342397689819336,36.796504974365234,22.14679146258485,36.78870236409136,fv,0.6554498748779309,-0.3040799865722619,0.9886730194091804,-0.2758674621582031,0.6523475646972656,0.8309249877929688,1.0854644819940305,0.8878349019331537
1992,1992-03-12,1010,Y37,-32.111777,115.506327,NW,72,32.55999755859375,21.830612182617188,35.99003601074219,21.17494010925293,35.91515350341797,22.3325,35.6665,22.002408044433597,35.621368005371096,roms,22.359827041625977,36.79938125610352,22.16580663768056,36.791925342414224,fv,0.5018878173828121,-0.3235360107421883,0.827467935180664,-0.2937854980468728,0.5292148590087891,0.8093452453613281,0.9908665284276276,0.8767718389962553
1992,1992-03-12,1025,GI15,-32.250114,115.615826,SW,72,14.0,22.100000381469727,36.13333511352539,22.049999237060547,36.14999771118164,22.5355,35.7975,22.363,35.778,roms,22.29967498779297,36.83041000366211,22.07696533203125,36.82541275024414,fv,0.4354996185302724,-0.3358351135253912,0.3130007629394526,-0.3719977111816419,0.1996746063232422,0.6970748901367188,0.0269660949707031,0.6754150390625
1992,1992-03-12,1032,Y39,-32.124274,115.568323,NW,72,33.39999771118164,22.006053924560547,36.02680969238281,21.79353904724121,36.011226654052734,22.361,35.701,22.147,35.676,roms,22.335580825805664,36.82011795043945,22.120548248291016,36.815216064453125,fv,0.3549460754394538,-0.325809692382812,0.3534609527587875,-0.3352266540527324,0.3295269012451172,0.7933082580566406,0.3270092010498047,0.8039894104003906
1992,1992-03-12,1035,GI30,-32.25011,115.599989,SW,72,28.0,22.086668014526367,36.130001068115234,22.0,36.130001068115234,22.441000000000003,35.7545,22.166,35.719,roms,22.30988121032715,36.80904769897461,22.08659172058105,36.80684280395508,fv,0.3543319854736353,-0.3755010681152342,0.1660000000000003,-0.4110010681152332,0.2232131958007812,0.679046630859375,0.0865917205810546,0.6768417358398438
1992,1992-03-12,1039,GI10,-32.150108,115.453324,W,72,40.0,21.590002059936523,36.05999755859375,20.790000915527344,36.06999969482422,22.3415,35.658,21.984,35.584,roms,22.317968368530277,36.7733268737793,22.14288300330813,36.763971991672015,fv,0.7514979400634765,-0.4019975585937487,1.193999084472658,-0.4859996948242155,0.72796630859375,0.7133293151855469,1.3528820877807846,0.6939722968477966
1992,1992-03-12,1040,Y40,-32.12928,115.591661,NW,72,20.85999870300293,22.11406898498535,36.06451034545898,22.00584602355957,36.0675048828125,22.41,35.7345,22.286,35.722,roms,22.26361846923828,36.85454940795898,22.0518798828125,36.85115051269531,fv,0.2959310150146486,-0.3300103454589873,0.280153976440431,-0.3455048828124987,0.1495494842529297,0.7900390625,0.0460338592529296,0.7836456298828125
1992,1992-03-12,1052,Y41,-32.135113,115.618329,NW,72,20.479999542236328,22.255001068115234,36.15570831298828,22.01940155029297,36.094329833984375,22.499,35.7765,22.421,35.773,roms,22.382577896118164,36.89350128173828,22.11248210893973,36.88749267577077,fv,0.2439989318847679,-0.3792083129882826,0.4015984497070306,-0.3213298339843788,0.1275768280029297,0.73779296875,0.0930805586467613,0.7931628417863976
1992,1992-03-12,1055,GI35,-32.250111,115.558327,SW,72,34.0,21.933332443237305,36.06999969482422,21.75,36.06999969482422,22.387500000000003,35.730500000000006,21.986600000000003,35.6766,roms,22.25257682800293,36.76918411254883,22.056352615356445,36.76236343383789,fv,0.4541675567626981,-0.3394996948242124,0.2366000000000028,-0.3933996948242182,0.319244384765625,0.6991844177246094,0.3063526153564453,0.6923637390136719
