date,subregion,level,SAL,TEMP
1991-07-20 00:00:00,N,bot,35.50000047683716,17.500000476837158
1991-07-20 04:00:00,N,bot,35.49735414981842,17.457240134477615
1991-07-20 08:00:00,N,bot,35.49061059951782,17.358649492263794
1991-07-20 12:00:00,N,bot,35.49096006155014,17.260869711637497
1991-07-20 16:00:00,N,bot,35.49167609214783,17.214809507131577
1991-07-20 20:00:00,N,bot,35.49312299489975,17.163307636976242
1991-07-21 00:00:00,N,bot,35.49274319410324,17.161555647850037
1991-07-21 04:00:00,N,bot,35.47517508268356,17.125967293977737
1991-07-21 08:00:00,N,bot,35.46380960941315,17.07138818502426
1991-07-21 12:00:00,N,bot,35.46538454294205,17.061684489250183
1991-07-21 16:00:00,N,bot,35.46667951345444,17.086258500814438
1991-07-21 20:00:00,N,bot,35.467717707157135,17.08261603116989
1991-07-22 00:00:00,N,bot,35.46704417467117,17.0524001121521
1991-07-22 04:00:00,N,bot,35.4676485657692,17.02264142036438
1991-07-22 08:00:00,N,bot,35.468654692173004,16.990913808345795
1991-07-22 12:00:00,N,bot,35.46950751543045,16.988479286432266
1991-07-22 16:00:00,N,bot,35.46961456537247,16.99435418844223
1991-07-22 20:00:00,N,bot,35.46973770856857,16.99613308906555
1991-07-23 00:00:00,N,bot,35.4701110124588,16.994801610708237
1991-07-23 04:00:00,N,bot,35.47125393152237,16.97084954380989
1991-07-23 08:00:00,N,bot,35.47050470113754,16.944016009569168
1991-07-23 12:00:00,N,bot,35.465060353279114,16.88040667772293
1991-07-23 16:00:00,N,bot,35.44004708528519,16.802302420139313
1991-07-23 20:00:00,N,bot,35.32948660850525,16.79241955280304
1991-07-24 00:00:00,N,bot,35.27842015028,16.850632339715958
1991-07-24 04:00:00,N,bot,35.24541109800339,17.10082757472992
1991-07-24 08:00:00,N,bot,35.2329980134964,17.12323221564293
1991-07-24 12:00:00,N,bot,35.22628903388977,17.07971891760826
1991-07-24 16:00:00,N,bot,35.2203124165535,17.08118364214897
1991-07-24 20:00:00,N,bot,35.22081524133682,17.071031719446182
1991-07-25 00:00:00,N,bot,35.229776084423065,17.059826105833054
1991-07-25 04:00:00,N,bot,35.23529672622681,17.05860084295273
1991-07-25 08:00:00,N,bot,35.24315708875656,17.05174234509468
1991-07-25 12:00:00,N,bot,35.245582580566406,17.059650599956512
1991-07-25 16:00:00,N,bot,35.24645310640335,17.103997141122818
1991-07-25 20:00:00,N,bot,35.24515211582184,17.171164005994797
1991-07-26 00:00:00,N,bot,35.24150496721268,17.21841463446617
1991-07-26 04:00:00,N,bot,35.22218596935272,17.20236274600029
1991-07-26 08:00:00,N,bot,35.190562546253204,17.131167739629745
1991-07-26 12:00:00,N,bot,35.165903091430664,17.106795966625214
1991-07-26 16:00:00,N,bot,35.175940811634064,17.212255001068115
1991-07-26 20:00:00,N,bot,35.17731857299805,17.164936125278473
1991-07-27 00:00:00,N,bot,35.17449593544006,17.12663620710373
1991-07-27 04:00:00,N,bot,35.1732172369957,17.125056207180023
1991-07-27 08:00:00,N,bot,35.16560000181198,17.13564369082451
1991-07-27 12:00:00,N,bot,35.166761457920074,17.14738529920578
1991-07-27 16:00:00,N,bot,35.168495774269104,17.163164526224136
1991-07-27 20:00:00,N,bot,35.16746121644974,17.16411104798317
1991-07-28 00:00:00,N,bot,35.199017107486725,17.223730474710464
1991-07-28 04:00:00,N,bot,35.23643231391907,17.23776414990425
1991-07-28 08:00:00,N,bot,35.26630753278732,17.235384315252304
1991-07-28 12:00:00,N,bot,35.285431265830994,17.262483328580856
1991-07-28 16:00:00,N,bot,35.29670149087906,17.315938621759415
1991-07-28 20:00:00,N,bot,35.30218893289566,17.35867440700531
1991-07-29 00:00:00,N,bot,35.316701889038086,17.425999492406845
1991-07-29 04:00:00,N,bot,35.323463678359985,17.45276188850403
1991-07-29 08:00:00,N,bot,35.32404279708862,17.471252292394638
1991-07-29 12:00:00,N,bot,35.27694350481033,17.47280716896057
1991-07-29 16:00:00,N,bot,35.26799029111862,17.539855778217316
1991-07-29 20:00:00,N,bot,35.24992233514786,17.416602045297623
1991-07-30 00:00:00,N,bot,35.23428964614868,17.29770401120186
1991-07-30 04:00:00,N,bot,35.229632675647736,17.228314071893692
1991-07-30 08:00:00,N,bot,35.253050446510315,17.210737317800522
1991-07-30 12:00:00,N,bot,35.26975244283676,17.20755499601364
1991-07-30 16:00:00,N,bot,35.27194255590439,17.25592991709709
1991-07-30 20:00:00,N,bot,35.27058416604996,17.29831498861313
1991-07-31 00:00:00,N,bot,35.26994740962982,17.341362565755844
1991-07-31 04:00:00,N,bot,35.27285033464432,17.431098580360413
1991-07-31 08:00:00,N,bot,35.285495698452,17.53396987915039
1991-07-31 12:00:00,N,bot,35.29975610971451,17.623271256685257
1991-07-31 16:00:00,N,bot,35.30341511964798,17.667824804782867
1991-07-31 20:00:00,N,bot,35.29411101341248,17.628773897886276
1991-08-01 00:00:00,N,bot,35.28981453180313,17.53031098842621
1991-08-01 04:00:00,N,bot,35.275755763053894,17.38536274433136
1991-08-01 08:00:00,N,bot,35.25150138139725,17.29995957016945
1991-08-01 12:00:00,N,bot,35.245082676410675,17.196614414453506
1991-08-01 16:00:00,N,bot,35.24855041503906,17.22147047519684
1991-08-01 20:00:00,N,bot,35.26362633705139,17.378898203372955
1991-08-02 00:00:00,N,bot,35.28776800632477,17.57512578368187
1991-08-02 04:00:00,N,bot,35.27403545379639,17.55555295944214
1991-08-02 08:00:00,N,bot,35.26240122318268,17.376071512699127
1991-08-02 12:00:00,N,bot,35.243783593177795,17.072238236665726
1991-08-02 16:00:00,N,bot,35.23400175571442,16.944543689489365
1991-08-02 20:00:00,N,bot,35.25065189599991,17.028670370578766
1991-08-03 00:00:00,N,bot,35.25760042667389,17.0052972137928
1991-08-03 04:00:00,N,bot,35.27863609790802,16.987751990556717
1991-08-03 08:00:00,N,bot,35.29576188325882,16.99211013317108
1991-08-03 12:00:00,N,bot,35.29719865322113,16.981817811727524
1991-08-03 16:00:00,N,bot,35.291828989982605,16.96322125196457
1991-08-03 20:00:00,N,bot,35.28839808702469,16.903013318777084
1991-08-04 00:00:00,N,bot,35.28740078210831,16.799464911222458
1991-08-04 04:00:00,N,bot,35.27861279249191,16.671270430088043
1991-08-04 08:00:00,N,bot,35.27669543027878,16.53977280855179
1991-08-04 12:00:00,N,bot,35.26649522781372,16.369762867689133
1991-08-04 16:00:00,N,bot,35.259168446063995,16.27185359597206
